,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
767,"Baby Soft Silicone Soother - Blue, 0-6m",Baby Care,Baby Accessories,Chicco,229,229,https://www.bigbasket.com/media/uploads/p/s/40142685_1-chicco-baby-soft-silicone-soother-blue-0-6m.jpg,https://www.bigbasket.com/pd/40142685/chicco-baby-soft-silicone-soother-blue-0-6m-1-pc/,Soothers & Teethers,Invalid Code,3.7,"The original Physio soft by Chicco is extremely soft and it does not bother the baby even when he is sleeping. This is why this soother is carefully designed to fit the mouth of the child and ensure correct, evenly distributed pressure of the tongue against the palate."
768,Rattle Set - Musical,Baby Care,Baby Accessories,Mee Mee,899,899,https://www.bigbasket.com/media/uploads/p/s/40040410_1-mee-mee-rattle-set-musical.jpg,https://www.bigbasket.com/pd/40040410/mee-mee-rattle-set-musical-1-pc/,Soothers & Teethers,Invalid Code,4,"Keep your baby entertained with the mee mee musical rattle set. this rattle set includes seven appealing and colourful rattles in different shapes that your child is sure to love. an ideal playtime companion for your little angel, this rattle set builds grip and encourages touch. the rattles also help in stimulating your babys audio and visual senses. this rattle set also includes an attractive baby mobile phone with light and music. with this mobile phone, you can easily teach your baby the letters of the alphabet as well as numbers"
769,Bib - Ice Cream Printed,Baby Care,Baby Accessories,Morison Baby Dreams,125,125,https://www.bigbasket.com/media/uploads/p/s/40196486_1-morison-baby-dreams-bib-ice-cream-printed.jpg,https://www.bigbasket.com/pd/40196486/morison-baby-dreams-bib-ice-cream-printed-1-pc/,Other Baby Accessories,Invalid Code,,Morisons Baby Dreams Bibs help to prevent the food from dropping directly on baby's clothes. Easily removable and washable. Dries quickly for next use. Absorbs liquid quickly and prevents feed from falling directly onto the baby.
770,Cooling Teether - Guitar,Baby Care,Baby Accessories,Pigeon Baby,279,279,https://www.bigbasket.com/media/uploads/p/s/40032923_4-pigeon-baby-cooling-teether-guitar.jpg,https://www.bigbasket.com/pd/40032923/pigeon-baby-cooling-teether-guitar-1-pc/,Soothers & Teethers,4902508136242,3.3,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
771,Silicone Pacifier Step 3 - Dog,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40137557_4-pigeon-baby-silicone-pacifier-step-3-dog.jpg,https://www.bigbasket.com/pd/40137557/pigeon-baby-silicone-pacifier-step-3-dog-1-pc/,Soothers & Teethers,Invalid Code,3,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
772,"Smile 'n Scoop Suction Training Plate and Spoon Set - Pink, 9m+",Baby Care,Baby Accessories,Munchkin,799,799,https://www.bigbasket.com/media/uploads/p/s/40137705_1-munchkin-smile-n-scoop-suction-training-plate-and-spoon-set-pink-9m.jpg,https://www.bigbasket.com/pd/40137705/munchkin-smile-n-scoop-suction-training-plate-and-spoon-set-pink-9m-2-pcs/,Baby Toys,Invalid Code,,"This set includes 1 smiley-face shaped suction plate and 1 scooper spoon to aid in self-feeding. The raised eyes and smile to help guide more food onto the utensils. Sturdy, deep walls are designed for easy scooping. Strong suction base helps prevent messes and spills. It is BPA-free."
773,Silicone Pacifier Step 2 - Aeroplane,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40032932_4-pigeon-baby-silicone-pacifier-step-2-aeroplane.jpg,https://www.bigbasket.com/pd/40032932/pigeon-baby-silicone-pacifier-step-2-aeroplane-1-pc/,Soothers & Teethers,4902508136808,,"Pigeon Oral Development Pacifier System pacifies, thus promoting natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It has a unique shape which promotes nasal breathing for enhanced well-doing of your baby."
774,Silicone Pacifier Step 3 - Cherry,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40032930_4-pigeon-baby-silicone-pacifier-step-3-cherry.jpg,https://www.bigbasket.com/pd/40032930/pigeon-baby-silicone-pacifier-step-3-cherry-1-pc/,Soothers & Teethers,4902508136785,,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
775,"Baby Soother - Soft, Pink & Purple, 6-12m",Baby Care,Baby Accessories,Chicco,299,299,https://www.bigbasket.com/media/uploads/p/s/40142673_1-chicco-baby-soother-soft-pink-purple-6-12m.jpg,https://www.bigbasket.com/pd/40142673/chicco-baby-soother-soft-pink-purple-6-12m-2-pcs/,Soothers & Teethers,Invalid Code,3,"Silicone is a transparent and hygienic material. It is tasteless and odourless and does not deform over time. The teat, made from silicon, is designed for promoting the functional development of tongue and facial muscles and the anatomical development of the palate and mouth."
776,Baby Soft Relax Teethers - 2 M+,Baby Care,Baby Accessories,Chicco,579,579,https://www.bigbasket.com/media/uploads/p/s/40142627_1-chicco-baby-soft-relax-teethers-2-m.jpg,https://www.bigbasket.com/pd/40142627/chicco-baby-soft-relax-teethers-2-m-2-pcs/,Soothers & Teethers,8003670747161,5,Right from his very first few months the mouth of has a range of very different needs. Chicco has designed a complete range of products to meet the individual needs of babies during the various teething phases. This teether is made of silicon which is really soft on the gums.
777,Cooling Teether - Square,Baby Care,Baby Accessories,Pigeon Baby,279,279,https://www.bigbasket.com/media/uploads/p/s/40137558_4-pigeon-baby-cooling-teether-square.jpg,https://www.bigbasket.com/pd/40137558/pigeon-baby-cooling-teether-square-1-pc/,Soothers & Teethers,Invalid Code,1,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
778,Silicone Pacifier Step 1 - Car,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40032931_4-pigeon-baby-silicone-pacifier-step-1-car.jpg,https://www.bigbasket.com/pd/40032931/pigeon-baby-silicone-pacifier-step-1-car-1-pc/,Soothers & Teethers,4902508136792,,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
779,Silicone Pacifier Step 1 - Lady Bird,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40032934_4-pigeon-baby-silicone-pacifier-step-1-lady-bird.jpg,https://www.bigbasket.com/pd/40032934/pigeon-baby-silicone-pacifier-step-1-lady-bird-1-pc/,Soothers & Teethers,4902508136822,3.3,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
780,"Baby Soother - Soft, Blue & Green, 6-12m",Baby Care,Baby Accessories,Chicco,379,379,https://www.bigbasket.com/media/uploads/p/s/40142671_1-chicco-baby-soother-soft-blue-green-6-12m.jpg,https://www.bigbasket.com/pd/40142671/chicco-baby-soother-soft-blue-green-6-12m-2-pcs/,Soothers & Teethers,8058664080823,4.5,"Silicone is a transparent and hygienic material. It is tasteless and odourless and does not deform over time. The teat, made from silicon, is designed for promoting the functional development of tongue and facial muscles and the anatomical development of the palate and mouth."
781,Infant Rattle Set,Baby Care,Baby Accessories,Mee Mee,899,899,https://www.bigbasket.com/media/uploads/p/s/40040454_8-mee-mee-infant-rattle-set.jpg,https://www.bigbasket.com/pd/40040454/mee-mee-infant-rattle-set-1-pc/,Soothers & Teethers,Invalid Code,4.5,Mee mee infant rattle set rattle has been one of the first toys that babies play with. another reason why rattles are good for babies is that they encourage babies to explore more & they provide a source of stimulation. babies have a sense of discovering something as they try to grab and hold the rattles.
782,Cooling Teether - Star,Baby Care,Baby Accessories,Pigeon Baby,279,279,https://www.bigbasket.com/media/uploads/p/s/40032925_4-pigeon-baby-cooling-teether-star.jpg,https://www.bigbasket.com/pd/40032925/pigeon-baby-cooling-teether-star-1-pc/,Soothers & Teethers,Invalid Code,2,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
783,Silicone Pacifier Step 2 - Elephant,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40137555_4-pigeon-baby-silicone-pacifier-step-2-elephant.jpg,https://www.bigbasket.com/pd/40137555/pigeon-baby-silicone-pacifier-step-2-elephant-1-pc/,Soothers & Teethers,4902508136891,3,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
784,"Soapy Stories Finger Puppet Bath Book - Ocean, 6 m+",Baby Care,Baby Accessories,Munchkin,799,799,https://www.bigbasket.com/media/uploads/p/s/40137703_1-munchkin-soapy-stories-finger-puppet-bath-book-ocean-6-m.jpg,https://www.bigbasket.com/pd/40137703/munchkin-soapy-stories-finger-puppet-bath-book-ocean-6-m-1-pc/,Baby Toys,Invalid Code,,"It is an Integrated Scuba Sean finger puppet bath book which is waterproof, easy to clean and dries quickly after use. It focuses on learning colours. It improves hand and eye coordination. It helps the baby in learning the language."
785,Infant Nail Scissors,Baby Care,Baby Accessories,Pigeon Baby,795,795,https://www.bigbasket.com/media/uploads/p/s/40137502_2-pigeon-baby-infant-nail-scissors.jpg,https://www.bigbasket.com/pd/40137502/pigeon-baby-infant-nail-scissors-1-pc/,"Combs, Brushes, Clippers",4902508108027,4,"Pigeon present this amazing nail scissor for trimming your little ones soft and delicate nails. The rounded tips are safe for the baby and it is made from the fine quality stainless steel. This nail scissor is ideal for baby care. Also, it protects your babys tender skin and it doesnt cause any unnecessary inquiry."
786,Silicone Pacifier Step 1 - Mouse,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40137556_4-pigeon-baby-silicone-pacifier-step-1-mouse.jpg,https://www.bigbasket.com/pd/40137556/pigeon-baby-silicone-pacifier-step-1-mouse-1-pc/,Soothers & Teethers,Invalid Code,,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
787,Cooling Teether - Circle,Baby Care,Baby Accessories,Pigeon Baby,279,279,https://www.bigbasket.com/media/uploads/p/s/40032921_4-pigeon-baby-cooling-teether-circle.jpg,https://www.bigbasket.com/pd/40032921/pigeon-baby-cooling-teether-circle-1-pc/,Soothers & Teethers,Invalid Code,1,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
788,"Baby Silicone Pacifier Step - Cat, 5-8 Months",Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40145511_2-pigeon-baby-baby-silicone-pacifier-step-cat-5-8-months.jpg,https://www.bigbasket.com/pd/40145511/pigeon-baby-baby-silicone-pacifier-step-cat-5-8-months-1-pc/,Soothers & Teethers,4902508136921,,"Pigeon Oral Development Pacifier System pacifies, thus promoting natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It has a unique shape which promotes nasal breathing for enhanced well-doing of your baby."
789,Silicone Pacifier Step 2 - Purple Flower,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40137553_1-pigeon-baby-silicone-pacifier-step-2-purple-flower.jpg,https://www.bigbasket.com/pd/40137553/pigeon-baby-silicone-pacifier-step-2-purple-flower-1-pc/,Soothers & Teethers,4902508136860,3,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
790,Silicone Pacifier Step 2 - Caterpillar,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40032935_3-pigeon-baby-silicone-pacifier-step-2-caterpillar.jpg,https://www.bigbasket.com/pd/40032935/pigeon-baby-silicone-pacifier-step-2-caterpillar-1-pc/,Soothers & Teethers,Invalid Code,4,"Pigeon Oral Development Pacifier System pacifies, thus promoting natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It has a unique shape which promotes nasal breathing for enhanced well-doing of your baby."
791,"Soapy Stories Finger Puppet Bath Book - Space, 6 m+",Baby Care,Baby Accessories,Munchkin,799,799,https://www.bigbasket.com/media/uploads/p/s/40137704_1-munchkin-soapy-stories-finger-puppet-bath-book-space-6-m.jpg,https://www.bigbasket.com/pd/40137704/munchkin-soapy-stories-finger-puppet-bath-book-space-6-m-1-pc/,Baby Toys,Invalid Code,1,"It is an Integrated Astro Duck finger puppet bath book which is waterproof, easy to clean and dries quickly after use. It focuses on learning colours. It improves hand and eye coordination. It helps the baby in learning the language."
792,Baby Silicone Teethers Star,Baby Care,Baby Accessories,Chicco,499,499,https://www.bigbasket.com/media/uploads/p/s/40142626_1-chicco-baby-silicone-teethers-star.jpg,https://www.bigbasket.com/pd/40142626/chicco-baby-silicone-teethers-star-2-pcs/,Soothers & Teethers,Invalid Code,5,Right from his very first few months the mouth of has a range of very different needs. Chicco has designed a complete range of products to meet the individual needs of babies during the various teething phases. This teether is made of silicon which is really soft on the gums.
793,"Baby Soother - Soft, Pink & White, 0-6m",Baby Care,Baby Accessories,Chicco,299,299,https://www.bigbasket.com/media/uploads/p/s/40142672_1-chicco-baby-soother-soft-pink-white-0-6m.jpg,https://www.bigbasket.com/pd/40142672/chicco-baby-soother-soft-pink-white-0-6m-2-pcs/,Soothers & Teethers,Invalid Code,1.3,"Silicone is a transparent and hygienic material. It is tasteless and odourless and does not deform over time. The teat, made from silicon, is designed for promoting the functional development of tongue and facial muscles and the anatomical development of the palate and mouth."
794,"Nasal Aspirator With Ear Syringe - Assorted Colour, Orange/Green",Baby Care,Baby Accessories,Vauva,170,170,https://www.bigbasket.com/media/uploads/p/s/40178699_3-vauva-nasal-aspirator-with-ear-syringe-assorted-colour-orangegreen.jpg,https://www.bigbasket.com/pd/40178699/vauva-nasal-aspirator-with-ear-syringe-assorted-colour-orangegreen-1-pc/,"Combs, Brushes, Clippers",Invalid Code,3.8,"Nasal Aspirator with Ear Syringe is an effective & safe product that is used for immediate relief of your baby's nasal congestion by drawing mucus from the nose, & the ear syringe removes wax from your baby's ears. Squeeze the rubber bulb portion of the aspirator and gently place the tip into one of your baby's nostrils. Release the pressure from the bulb to draw the mucus into aspirator. In case that you are using this product to remove excess wax from baby's ear, remove the nasal tip & attach the ear syringe instead."
795,Bib - Car Printed,Baby Care,Baby Accessories,Morison Baby Dreams,125,125,https://www.bigbasket.com/media/uploads/p/s/40196488_1-morison-baby-dreams-bib-car-printed.jpg,https://www.bigbasket.com/pd/40196488/morison-baby-dreams-bib-car-printed-1-pc/,Other Baby Accessories,Invalid Code,,Morisons Baby Dreams Bibs help to prevent the food from dropping directly on baby's clothes. Easily removable and washable. Dries quickly for next use. Absorbs liquid quickly and prevents feed from falling directly onto the baby.
796,Quick Electric Sterilizer - 6 Bottles,Baby Care,Baby Accessories,Morison Baby Dreams,2700,2700,https://www.bigbasket.com/media/uploads/p/s/40196489_1-morison-baby-dreams-quick-electric-sterilizer-6-bottles.jpg,https://www.bigbasket.com/pd/40196489/morison-baby-dreams-quick-electric-sterilizer-6-bottles-1-pc/,Other Baby Accessories,Invalid Code,,Morisons Baby Dreams Quick Electric Sterilizer is carefully designed for ease and use and effective sterilization of baby feeding bottle & accessories. It can hold upto 6 standard bottles or wide neck bottles. Fast sterilization is just 8 minutes. The steam sterilization effectively kills the germs and bacteria with the natural steam and no chemicals. It is the safest and easiest way to sterilize the feeding bottle and accessories. For fast & effective sterilization
797,Cooling Teether - Trumpet,Baby Care,Baby Accessories,Pigeon Baby,279,279,https://www.bigbasket.com/media/uploads/p/s/40032924_4-pigeon-baby-cooling-teether-trumpet.jpg,https://www.bigbasket.com/pd/40032924/pigeon-baby-cooling-teether-trumpet-1-pc/,Soothers & Teethers,4902508136259,1,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
798,Sparkle Brush Pink,Baby Care,Baby Accessories,Morisons Baby Dreams,50,50,https://www.bigbasket.com/media/uploads/p/s/40137201_2-morisons-baby-dreams-sparkle-brush-pink.jpg,https://www.bigbasket.com/pd/40137201/morisons-baby-dreams-sparkle-brush-pink-1-pc/,"Combs, Brushes, Clippers",Invalid Code,3,This Morisons Baby Dreams Bottle and Nipple cleaning brush thoroughly clean the bottles and nipples without any difficulty. Being non-toxic it becomes safe for use. The soft nylon bristles of perfect length and shape ensure that the bottle and nipple are cleaned effectively without any damage.
799,"Silicone Teether - Apple, Orange",Baby Care,Baby Accessories,Morisons Baby Dreams,50,50,https://www.bigbasket.com/media/uploads/p/s/40137266_3-morisons-baby-dreams-silicone-teether-apple-orange.jpg,https://www.bigbasket.com/pd/40137266/morisons-baby-dreams-silicone-teether-apple-orange-1-pc/,Soothers & Teethers,Invalid Code,4,"This Morisons Baby Dreams Silicone Teether soothes babys gums during teething and helps in a hassle-free teething. As the name suggests, it is made up of silicone and it is completely safe for the baby. The baby can chew it whenever needed and it will provide a soothing effect."
800,Cooling Teether - Triangle,Baby Care,Baby Accessories,Pigeon Baby,279,279,https://www.bigbasket.com/media/uploads/p/s/40032922_4-pigeon-baby-cooling-teether-triangle.jpg,https://www.bigbasket.com/pd/40032922/pigeon-baby-cooling-teether-triangle-1-pc/,Soothers & Teethers,4902508136228,1,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
801,Silicone Pacifier Step 1 - Strawberry,Baby Care,Baby Accessories,Pigeon Baby,249,249,https://www.bigbasket.com/media/uploads/p/s/40032928_4-pigeon-baby-silicone-pacifier-step-1-strawberry.jpg,https://www.bigbasket.com/pd/40032928/pigeon-baby-silicone-pacifier-step-1-strawberry-1-pc/,Soothers & Teethers,4902508136761,2,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
802,Rich Moisture Bar,Baby Care,Baby Bath & Hygiene,Baby Dove,52,52,https://www.bigbasket.com/media/uploads/p/s/40090037_12-baby-dove-rich-moisture-bar.jpg,https://www.bigbasket.com/pd/40090037/baby-dove-rich-moisture-bar-75-g/,Baby Bath,8901030764882,4.4,"In the first few months our babys skin is continually developing, so as well as being as soft, its also super delicate. Babys skin is 30% thinner than ours, so its more vulnerable to damage and dryness and their skin barrier is weaker too, which means babys skin loses moisture up to five times faster than ours does. Thats why the best baby bath soap should give your babys skin the gentle care it needs. Baby bath products should offer more than just mild cleansing - they need to ensure the healthy development of your babys skin too. Gentler and more nourishing than any other baby soap bar, Baby Dove Rich Moisture Baby Bar has a hypoallergenicÃ‚Â and pH neutral formula thats ophthalmologist, dermatologist and paediatrician tested too. Our Baby Bar replenishes babys skin with essential nutrients lost during bathing. With a pH neutral formula and enriched with our 1/4 moisturising cream, our baby bar keeps your babys skin feeling extra soft and helps prevent the dryness that other ordinary baby soap bars can cause. And with a delicate fragrance, you can simply just enjoy those special bath time moments with your little one, safe in the knowledge that your giving your little ones skin the care it deserves. Ordinary soap-based bars without skin-essential nutrients.Ã‚Â Buy Now!








 Dove Baby Bar Rich Moisture 75 g (Pack of 3)





Features and Benefits:





• Baby Dove Baby Bar Rich Moisture has a hypoallergenicÃ‚Â  formula


• Ophthalmologist, dermatologist and paediatrician tested Ã‚Â 


• Gentler and more nourishing than any baby soap bar


• Our pH-neutral formula with 1/4 moisturizing cream leaves babys skin soft


• Fragrance developed for babys delicate skin


• Suitable for daily use, even for your new-born"
803,Shampoo - Gentle Baby,Baby Care,Baby Bath & Hygiene,Himalaya Baby,170,170,https://www.bigbasket.com/media/uploads/p/s/40013495_4-himalaya-baby-shampoo-gentle-baby.jpg,https://www.bigbasket.com/pd/40013495/himalaya-baby-shampoo-gentle-baby-200-ml/,Baby Oil & Shampoo,8901138511456,4.2,"Himalaya Gentle Baby Shampoo, Hibiscus, Chickpea: A Specially formulated mild shampoo that gently cleanes the hair making it soft, shiny and easy to manage. Hibiscus extract Softens hair, natural protein fron Chickpea gives shine and Khus-Khus cools the scalp.  For Beauty tips, tricks & more visit http://lookbeautiful.in/"
804,No More Tears Baby Shampoo,Baby Care,Baby Bath & Hygiene,Johnson's baby,621,750,https://www.bigbasket.com/media/uploads/p/s/1214109_1-johnsons-baby-no-more-tears-baby-shampoo.jpg,https://www.bigbasket.com/pd/1214109/johnsons-baby-no-more-tears-baby-shampoo-2x500-ml/,Baby Oil & Shampoo,Invalid Code,4.4,"Johnson's Baby shampoo is as gentle to the eyes as pure water. Equipped with a pump for easy usage It gently cleanses hair and is mild to the eyes. Only Giggles. No More Tears. It is pH balanced and hypoallergenic. Recommended by doctors. No Parabens, No Formaldehyde, No Dye. Every Johnson’s product passes a 5 level safety assurance process, ensuring every ingredient is safe for use."
